strain	virus	gisaid_epi_isl	date	region	country	division	pangolin_lineage
hCoV-19/USA/FL-CDC-STM-000020639/2021	betacoronavirus	EPI_ISL_1269585	2021-02-15	North America	USA	Florida	A.2.5
hCoV-19/USA/MA-CDC-STM-000023179/2021	betacoronavirus	EPI_ISL_1270595	2021-02-24	North America	USA	Massachusetts	A.23.1
hCoV-19/USA/FL-CDC-STM-000015914/2021	betacoronavirus	EPI_ISL_1268160	2021-02-15	North America	USA	Florida	A.2.5
hCoV-19/USA/FL-CDC-STM-000022326/2021	betacoronavirus	EPI_ISL_1270377	2021-02-21	North America	USA	Florida	A.2.5
hCoV-19/England/CAMC-13A55F9/2021	betacoronavirus	EPI_ISL_1275793	2021-03-07	Europe	United Kingdom	England	A.29
hCoV-19/England/CAMC-139B22C/2021	betacoronavirus	EPI_ISL_1275591	2021-03-04	Europe	United Kingdom	England	A.27
hCoV-19/Canada/NB-NML-8762/2021	betacoronavirus	EPI_ISL_961626	2021-01-18	North America	Canada	New Brunswick	A.23.1
hCoV-19/Canada/NB-NML-16631/2021	betacoronavirus	EPI_ISL_1272274	2021-01-17	North America	Canada	New Brunswick	A.23.1
hCoV-19/Canada/NB-NML-16632/2021	betacoronavirus	EPI_ISL_1272272	2021-01-29	North America	Canada	New Brunswick	A.23.1
hCoV-19/Slovenia/83275/2021	betacoronavirus	EPI_ISL_1273386	2021-02-16	Europe	Slovenia	NA	A.27
hCoV-19/USA/WA-CDC-2-3980572/2021	betacoronavirus	EPI_ISL_1272736	2021-02-25	North America	USA	Washington	A.21
hCoV-19/Belgium/UGent-2572/2021	betacoronavirus	EPI_ISL_1273195	2021-02-26	Europe	Belgium	Ghent	A.27
hCoV-19/Germany/BW-RKI-I-035309/2021	betacoronavirus	EPI_ISL_1281143	2021-03-01	Europe	Germany	Baden-Wurttemberg	A.27
hCoV-19/Germany/RP-RKI-I-034848/2021	betacoronavirus	EPI_ISL_1280682	2021-02-23	Europe	Germany	Rhineland-Palatinate	A.27
hCoV-19/Turkey/HSGM-6655/2021	betacoronavirus	EPI_ISL_1278197	2021-02-26	Europe	Turkey	NA	A.28
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-5150/2021	betacoronavirus	EPI_ISL_1287540	2021-03-14	Europe	Italy	Campania	A.2.5.2
hCoV-19/Germany/NW-RKI-I-037718/2021	betacoronavirus	EPI_ISL_1283691	2021-03-04	Europe	Germany	North Rhine-Westphalia	A.29
hCoV-19/USA/FL-CDC-STM-000026410/2021	betacoronavirus	EPI_ISL_1283486	2021-02-28	North America	USA	Florida	A.2.5
hCoV-19/France/ARA-HCL021032321501/2021	betacoronavirus	EPI_ISL_1287741	2021-02-18	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/France/ARA-HCL021032343201/2021	betacoronavirus	EPI_ISL_1287747	2021-02-08	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/France/ARA-HCL021032370101/2021	betacoronavirus	EPI_ISL_1287749	2021-02-15	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/France/ARA-HCL021032334601/2021	betacoronavirus	EPI_ISL_1287744	2021-02-10	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/France/ARA-HCL021032341001/2021	betacoronavirus	EPI_ISL_1287746	2021-02-08	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/France/ARA-HCL021032336801/2021	betacoronavirus	EPI_ISL_1287745	2021-02-10	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/France/ARA-HCL021032374701/2021	betacoronavirus	EPI_ISL_1287751	2021-02-15	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/France/ARA-HCL021032373001/2021	betacoronavirus	EPI_ISL_1287750	2021-02-15	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/Netherlands/NB-RIVM-17309/2021	betacoronavirus	EPI_ISL_1289311	2021-03-07	Europe	Netherlands	Noord-Brabant	A
hCoV-19/Netherlands/UT-RIVM-17015/2021	betacoronavirus	EPI_ISL_1289355	2021-03-01	Europe	Netherlands	Utrecht	A
hCoV-19/France/BRE-HCL021036273701/2021	betacoronavirus	EPI_ISL_1290836	2021-02-03	Europe	France	Bretagne	A.27
hCoV-19/France/ARA-HCL021029912601/2021	betacoronavirus	EPI_ISL_1290837	2021-02-02	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/France/ARA-HCL021036241601/2021	betacoronavirus	EPI_ISL_1290838	2021-02-18	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/France/NAQ-HCL021039538301/2021	betacoronavirus	EPI_ISL_1290839	2021-02-15	Europe	France	Nouvelle-Aquitaine	A.27
hCoV-19/France/NAQ-HCL021039534501/2021	betacoronavirus	EPI_ISL_1290840	2021-02-12	Europe	France	Nouvelle-Aquitaine	A.27
hCoV-19/France/ARA-HCL021029891901/2021	betacoronavirus	EPI_ISL_1290841	2021-02-02	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/Sweden/21-51853/2021	betacoronavirus	EPI_ISL_1300334	2021-03-01	Europe	Sweden	Uppsala	A.27
hCoV-19/Italy/CAM-AMES-43-20/2021	betacoronavirus	EPI_ISL_1298916	2021-03-06	Europe	Italy	Campania	A.2.5.2
hCoV-19/Italy/CAM-AMES-44-69/2021	betacoronavirus	EPI_ISL_1298937	2021-03-07	Europe	Italy	Campania	A.2.5.2
hCoV-19/Italy/CAM-AMES-45-19/2021	betacoronavirus	EPI_ISL_1298984	2021-03-07	Europe	Italy	Campania	A.2.5.2
hCoV-19/Italy/CAM-AMES-43-75/2021	betacoronavirus	EPI_ISL_1298993	2021-03-06	Europe	Italy	Campania	A.2.5.2
hCoV-19/Italy/CAM-AMES-43-73/2021	betacoronavirus	EPI_ISL_1298991	2021-03-06	Europe	Italy	Campania	A.2.5.2
hCoV-19/Italy/CAM-AMES-44-70/2021	betacoronavirus	EPI_ISL_1298971	2021-03-07	Europe	Italy	Campania	A.2.5.2
hCoV-19/Rwanda/NRLNAT3048/2021	betacoronavirus	EPI_ISL_1302678	2021-01-22	Africa	Rwanda	Kigali	A.23.1
hCoV-19/Rwanda/NRLNAT3047/2021	betacoronavirus	EPI_ISL_1302677	2021-01-04	Africa	Rwanda	Kigali	A.23.1
hCoV-19/Rwanda/NRLNAT3003/2021	betacoronavirus	EPI_ISL_1302667	2021-01-19	Africa	Rwanda	Kigali	A.23.1
hCoV-19/Rwanda/NRLNAT3002/2021	betacoronavirus	EPI_ISL_1302666	2021-01-04	Africa	Rwanda	Kigali	A.23.1
hCoV-19/Italy/CAM-AMES-43-48/2021	betacoronavirus	EPI_ISL_1298728	2021-03-06	Europe	Italy	Campania	A.2.5.2
hCoV-19/Italy/CAM-AMES-46-57/2021	betacoronavirus	EPI_ISL_1299179	2021-03-12	Europe	Italy	Campania	A.2.5.2
hCoV-19/Italy/CAM-AMES-42-29/2021	betacoronavirus	EPI_ISL_1299188	2021-03-05	Europe	Italy	Campania	A.2.5.2
hCoV-19/Italy/CAM-AMES-40-90/2021	betacoronavirus	EPI_ISL_1299189	2021-03-04	Europe	Italy	Campania	A.2.5.2
hCoV-19/France/HDF-IPP04351/2021	betacoronavirus	EPI_ISL_1301885	2021-02-19	Europe	France	Hauts-de-France	A.28
hCoV-19/Italy/CAM-AMES-45-36/2021	betacoronavirus	EPI_ISL_1298673	2021-03-07	Europe	Italy	Campania	A.2.5.2
hCoV-19/Australia/QLD1511/2021	betacoronavirus	EPI_ISL_1300526	2021-01-11	Oceania	Australia	Queensland	A.2.5
hCoV-19/Rwanda/NRLNAT3043/2021	betacoronavirus	EPI_ISL_1301793	2021-02-07	Africa	Rwanda	Kigali	A.23.1
hCoV-19/Rwanda/NRLNAT3041/2021	betacoronavirus	EPI_ISL_1301792	2021-01-25	Africa	Rwanda	Kigali	A.23.1
hCoV-19/Rwanda/NRLNAT3040/2021	betacoronavirus	EPI_ISL_1301791	2021-01-21	Africa	Rwanda	Kigali	A.23.1
hCoV-19/Rwanda/NRLNAT3039/2021	betacoronavirus	EPI_ISL_1301790	2021-01-19	Africa	Rwanda	Kigali	A.23.1
hCoV-19/Italy/CAM-AMES-45-1/2021	betacoronavirus	EPI_ISL_1298501	2021-03-07	Europe	Italy	Campania	A.2.5.2
hCoV-19/Rwanda/NRLNAT3038/2021	betacoronavirus	EPI_ISL_1301789	2021-01-04	Africa	Rwanda	Kigali	A.23.1
hCoV-19/Rwanda/NRLNAT3037/2021	betacoronavirus	EPI_ISL_1301788	2021-01-04	Africa	Rwanda	Kigali	A.23.1
hCoV-19/Rwanda/NRLNAT3036/2021	betacoronavirus	EPI_ISL_1301787	2021-01-04	Africa	Rwanda	Kigali	A.23.1
hCoV-19/Rwanda/NRLNAT3034/2021	betacoronavirus	EPI_ISL_1301785	2021-01-21	Africa	Rwanda	Kigali	A.23.1
hCoV-19/Rwanda/NRLNAT3029/2021	betacoronavirus	EPI_ISL_1301782	2021-01-19	Africa	Rwanda	Kigali	A.23.1
hCoV-19/Rwanda/NRLNAT3020/2021	betacoronavirus	EPI_ISL_1301774	2021-01-14	Africa	Rwanda	Kigali	A.23.1
hCoV-19/Rwanda/NRLNAT3016/2021	betacoronavirus	EPI_ISL_1301739	2021-01-14	Africa	Rwanda	Kigali	A.23.1
hCoV-19/Rwanda/NRLNAT3023/2021	betacoronavirus	EPI_ISL_1301737	2021-01-15	Africa	Rwanda	Kigali	A.23.1
hCoV-19/USA/NY-PRL-2021_03_15_00C21/2021	betacoronavirus	EPI_ISL_1306504	2021-03-12	North America	USA	New York	A.2.5
hCoV-19/USA/NY-PRL-2021_03_16_00N22/2021	betacoronavirus	EPI_ISL_1306435	2021-03-14	North America	USA	New York	A.2.5
hCoV-19/USA/NY-PRL-2021_03_15_00B21/2021	betacoronavirus	EPI_ISL_1306487	2021-03-12	North America	USA	New York	A.2.5
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-5501/2021	betacoronavirus	EPI_ISL_1307785	2021-03-13	Europe	Italy	Campania	A.2.5.2
hCoV-19/USA/MD-HP03310/2021	betacoronavirus	EPI_ISL_1305824	2021-03-14	North America	USA	Maryland	A.2.5
hCoV-19/USA/TX-HMH-MCoV-31102/2021	betacoronavirus	EPI_ISL_1305613	2021-02-27	North America	USA	Texas	A.2.5
hCoV-19/USA/NY-PRL-2021_03_15_00E20/2021	betacoronavirus	EPI_ISL_1306541	2021-03-12	North America	USA	New York	A.2.5
hCoV-19/France/IDF-HCL021020618301/2021	betacoronavirus	EPI_ISL_1312374	2021-01-25	Europe	France	Ile-de-France	A.27
hCoV-19/France/IDF-HCL021020617301/2021	betacoronavirus	EPI_ISL_1312373	2021-01-25	Europe	France	Ile-de-France	A.27
hCoV-19/France/ARA-HCL021023116401/2021	betacoronavirus	EPI_ISL_1312379	2021-01-29	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/France/IDF-HCL021020631901/2021	betacoronavirus	EPI_ISL_1312375	2021-02-01	Europe	France	Ile-de-France	A.27
hCoV-19/France/ARA-HCL021022329901/2021	betacoronavirus	EPI_ISL_1312378	2021-01-28	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/France/ARA-HCL021045685601/2021	betacoronavirus	EPI_ISL_1313667	2021-03-10	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/USA/WA-CDC-2-3936719/2021	betacoronavirus	EPI_ISL_1226388	2021-02-16	North America	USA	Washington	A.21
hCoV-19/Belgium/rega-3696/2021	betacoronavirus	EPI_ISL_1312216	2021-02-24	Europe	Belgium	Boutersem	A.23.1
hCoV-19/France/ARA-HCL021045109701/2021	betacoronavirus	EPI_ISL_1312994	2021-03-04	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/France/ARA-HCL021042173901/2021	betacoronavirus	EPI_ISL_1312896	2021-03-02	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/France/ARA-HCL021042175701/2021	betacoronavirus	EPI_ISL_1312895	2021-03-02	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/Latvia/1179/2021	betacoronavirus	EPI_ISL_1312690	2021-02-23	Europe	Latvia	NA	A.23.1
hCoV-19/Latvia/1178/2021	betacoronavirus	EPI_ISL_1312689	2021-02-23	Europe	Latvia	NA	A.23.1
hCoV-19/France/ARA-HCL021043386001/2021	betacoronavirus	EPI_ISL_1313693	2021-03-07	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/USA/CT-CDC-QDX22752490/2021	betacoronavirus	EPI_ISL_1314947	2021-03-08	North America	USA	Connecticut	A.23.1
hCoV-19/France/ARA-HCL021047323101/2021	betacoronavirus	EPI_ISL_1314035	2021-03-10	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/France/ARA-HCL990000245604/2021	betacoronavirus	EPI_ISL_1314016	2021-03-13	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/France/ARA-HCL990000250009/2021	betacoronavirus	EPI_ISL_1312825	2021-03-04	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/Scotland/QEUH-13CEF47/2021	betacoronavirus	EPI_ISL_1316355	2021-03-11	Europe	United Kingdom	Scotland	A.29
hCoV-19/Norway/2824/2021	betacoronavirus	EPI_ISL_1317616	2021-02-02	Europe	Norway	Oslo	A.23.1
hCoV-19/Latvia/1213/2021	betacoronavirus	EPI_ISL_1312724	2021-03-02	Europe	Latvia	NA	A.23.1
hCoV-19/France/ARA-HCL021042048301/2021	betacoronavirus	EPI_ISL_1313043	2021-01-04	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/France/ARA-HCL021045102401/2021	betacoronavirus	EPI_ISL_1313000	2021-03-03	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/France/OCC-HCL021033055901/2021	betacoronavirus	EPI_ISL_1313015	2021-02-16	Europe	France	Occitanie	A.27
hCoV-19/France/ARA-HCL021033011401/2021	betacoronavirus	EPI_ISL_1313014	2021-02-16	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/Scotland/QEUH-13D6331/2021	betacoronavirus	EPI_ISL_1316925	2021-03-12	Europe	United Kingdom	Scotland	A.29
hCoV-19/France/ARA-HCL021046533001/2021	betacoronavirus	EPI_ISL_1313709	2021-02-14	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/USA/NC-CDC-LC0022876/2021	betacoronavirus	EPI_ISL_1320634	2021-03-02	North America	USA	North Carolina	A.23.1
hCoV-19/Latvia/1293/2021	betacoronavirus	EPI_ISL_1321930	2021-03-05	Europe	Latvia	NA	A.23.1
hCoV-19/USA/OR-CDC-LC0024267/2021	betacoronavirus	EPI_ISL_1321082	2021-02-22	North America	USA	Oregon	A.2.5
hCoV-19/USA/OR-CDC-LC0024103/2021	betacoronavirus	EPI_ISL_1321081	2021-02-22	North America	USA	Oregon	A.2.5
hCoV-19/USA/NC-UNC-0599/2021	betacoronavirus	EPI_ISL_1321699	2021-03-12	North America	USA	North Carolina	A.2.5
hCoV-19/USA/NY-CDC-LC0023170/2021	betacoronavirus	EPI_ISL_1320347	2021-02-24	North America	USA	New York	A.2.5
hCoV-19/USA/AZ-CDC-LC0024528/2021	betacoronavirus	EPI_ISL_1320254	2021-02-26	North America	USA	Arizona	A.2.5.2
hCoV-19/USA/AZ-CDC-LC0024462/2021	betacoronavirus	EPI_ISL_1320208	2021-02-25	North America	USA	Arizona	A.2.5
hCoV-19/England/CAMC-13DCAFA/2021	betacoronavirus	EPI_ISL_1326959	2021-03-13	Europe	United Kingdom	England	A.29
hCoV-19/England/CAMC-13D3941/2021	betacoronavirus	EPI_ISL_1327640	2021-03-11	Europe	United Kingdom	England	A.29
hCoV-19/Belgium/WHT-UMONS-CV2067786685/2021	betacoronavirus	EPI_ISL_1324467	2021-03-11	Europe	Belgium	Hainaut	A.23.1
hCoV-19/England/CAMC-13962E5/2021	betacoronavirus	EPI_ISL_1333383	2021-03-01	Europe	United Kingdom	England	A.2.5
hCoV-19/France/IDF-IPP04770/2021	betacoronavirus	EPI_ISL_1336340	2021-03-01	Europe	France	Ile-de-France	A.27
hCoV-19/France/CVL-IPP04644/2021	betacoronavirus	EPI_ISL_1336331	2021-03-02	Europe	France	Centre Val de Loire	A.27
hCoV-19/France/IDF-IPP04654/2021	betacoronavirus	EPI_ISL_1336334	2021-03-02	Europe	France	Ile-de-France	A.27
hCoV-19/France/HDF-IPP04529/2021	betacoronavirus	EPI_ISL_1336329	2021-02-14	Europe	France	Hauts-de-France	A.28
hCoV-19/USA/MD-MDH-1404/2021	betacoronavirus	EPI_ISL_1336289	2021-03-01	North America	USA	Maryland	A.2.5
hCoV-19/USA/NY-NYCPHL-003813/2021	betacoronavirus	EPI_ISL_1337481	2021-03-10	North America	USA	New York	A.2.5.2
hCoV-19/England/CAMC-1323C85/2021	betacoronavirus	EPI_ISL_1333887	2021-02-23	Europe	United Kingdom	England	A.27
hCoV-19/USA/FL-CDC-LC0025175/2021	betacoronavirus	EPI_ISL_1338611	2021-03-09	North America	USA	Florida	A.2.5.2
hCoV-19/England/CAMC-137A7CA/2021	betacoronavirus	EPI_ISL_1333548	2021-03-03	Europe	United Kingdom	England	A.29
hCoV-19/England/QEUH-134BA32/2021	betacoronavirus	EPI_ISL_1333327	2021-02-26	Europe	United Kingdom	England	A.29
hCoV-19/USA/IL-NM-6703/2021	betacoronavirus	EPI_ISL_1340803	2021-02-06	North America	USA	Illinois	A.23.1
hCoV-19/USA/WA-UW-65801/2021	betacoronavirus	EPI_ISL_1341225	2021-03-02	North America	USA	Washington	A.23.1
hCoV-19/Germany/NW-HHU-2121/2021	betacoronavirus	EPI_ISL_1347350	2021-02-20	Europe	Germany	North Rhine-Westphalia	A.28
hCoV-19/Angola/KRISP-K009790/2021	betacoronavirus	EPI_ISL_1347940	2021-02-13	Africa	Angola	Luanda	A.30
hCoV-19/Angola/KRISP-K009791/2021	betacoronavirus	EPI_ISL_1347941	2021-02-13	Africa	Angola	Luanda	A.30
hCoV-19/Angola/KRISP-K009792/2021	betacoronavirus	EPI_ISL_1347942	2021-02-13	Africa	Angola	Luanda	A.30
hCoV-19/Spain/CT-HUGTiPM007CJ9F5/2021	betacoronavirus	EPI_ISL_1347071	2021-03-10	Europe	Spain	Catalunya	A.27
hCoV-19/Germany/BW-RKI-I-041468/2021	betacoronavirus	EPI_ISL_1348645	2021-02-09	Europe	Germany	Baden-Wurttemberg	A.27
hCoV-19/Germany/NW-RKI-I-045644/2021	betacoronavirus	EPI_ISL_1353068	2021-03-12	Europe	Germany	North Rhine-Westphalia	A.23.1
hCoV-19/Germany/BW-RKI-I-048378/2021	betacoronavirus	EPI_ISL_1355804	2021-01-20	Europe	Germany	Baden-Wurttemberg	A
hCoV-19/England/MILK-FAA5FB/2021	betacoronavirus	EPI_ISL_864506	2021-01-08	Europe	United Kingdom	England	A.23.1
hCoV-19/USA/CA-RD631-CV0011/2021	betacoronavirus	EPI_ISL_1231521	2021-03-06	North America	USA	California	A.2.5
hCoV-19/USA/NY-NYCPHL-002707/2021	betacoronavirus	EPI_ISL_937208	2021-01-22	North America	USA	New York	A.2.5.2
hCoV-19/Canada/NB-NML-8780/2021	betacoronavirus	EPI_ISL_961624	2021-01-19	North America	Canada	New Brunswick	A.23.1
hCoV-19/France/un-21022020122/2021	betacoronavirus	EPI_ISL_982174	2021-02-02	Europe	France	NA	A.28
hCoV-19/CanaryIslands/CN-IBV-97016113/2021	betacoronavirus	EPI_ISL_1000979	2021-01-14	Europe	Canary Islands	Las Palmas de Gran Canaria	A.28
hCoV-19/CanaryIslands/CN-IBV-97016120/2021	betacoronavirus	EPI_ISL_1000983	2021-01-12	Europe	Canary Islands	Las Palmas de Gran Canaria	A.28
hCoV-19/Slovenia/90174/2021	betacoronavirus	EPI_ISL_1250677	2021-02-19	Europe	Slovenia	NA	A.27
hCoV-19/England/ALDP-FB542D/2021	betacoronavirus	EPI_ISL_882048	2021-01-10	Europe	United Kingdom	England	A.23.1
hCoV-19/England/ALDP-FB49C5/2021	betacoronavirus	EPI_ISL_882075	2021-01-10	Europe	United Kingdom	England	A.23.1
hCoV-19/France/HDF-IPP04537/2021	betacoronavirus	EPI_ISL_1262746	2021-02-21	Europe	France	Hauts-de-France	A.28
hCoV-19/Belgium/rega-3127/2021	betacoronavirus	EPI_ISL_1064451	2021-02-09	Europe	Belgium	Genk	A.23.1
hCoV-19/Belgium/rega-2965/2021	betacoronavirus	EPI_ISL_1057029	2021-02-04	Europe	Belgium	Heusden-Zolder	A.23.1
hCoV-19/Belgium/rega-2897/2021	betacoronavirus	EPI_ISL_1050409	2021-02-02	Europe	Belgium	Diepenbeek	A.23.1
hCoV-19/Canada/NB-NML-16633/2021	betacoronavirus	EPI_ISL_1272273	2021-01-18	North America	Canada	New Brunswick	A.23.1
hCoV-19/England/CAMC-139C72C/2021	betacoronavirus	EPI_ISL_1276987	2021-03-06	Europe	United Kingdom	England	A.29
hCoV-19/Finland/HEL-20-V407/2021	betacoronavirus	EPI_ISL_1278943	2021-01-28	Europe	Finland	Uusimaa	A
hCoV-19/Germany/NW-RKI-I-038818/2021	betacoronavirus	EPI_ISL_1285179	2021-02-25	Europe	Germany	North Rhine-Westphalia	A.23.1
hCoV-19/France/ARA-HCL021032332201/2021	betacoronavirus	EPI_ISL_1287742	2021-02-09	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/France/ARA-HCL021032333801/2021	betacoronavirus	EPI_ISL_1287743	2021-02-15	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/England/ALDP-1065015/2021	betacoronavirus	EPI_ISL_878255	2021-01-15	Europe	United Kingdom	England	A.23.1
hCoV-19/Italy/CAM-AMES-43-23/2021	betacoronavirus	EPI_ISL_1298781	2021-03-06	Europe	Italy	Campania	A.2.5.2
hCoV-19/Rwanda/NRLNAT3046/2021	betacoronavirus	EPI_ISL_1301738	2021-01-12	Africa	Rwanda	Kigali	A.23.1
hCoV-19/France/HDF-IPP04350/2021	betacoronavirus	EPI_ISL_1301884	2021-02-19	Europe	France	Hauts-de-France	A.28
hCoV-19/USA/NY-PRL-2021_03_15_00E19/2021	betacoronavirus	EPI_ISL_1306540	2021-03-12	North America	USA	New York	A.2.5
hCoV-19/Italy/CAM-AMES-17-39/2021	betacoronavirus	EPI_ISL_1158029	2021-02-23	Europe	Italy	Campania	A.2.5.2
hCoV-19/France/ARA-HCL021022323801/2021	betacoronavirus	EPI_ISL_1312377	2021-01-28	Europe	France	Auvergne-Rhone-Alpes	A.27
hCoV-19/USA/NH-CDC-LC0013956/2021	betacoronavirus	EPI_ISL_1161503	2021-02-09	North America	USA	New Hampshire	A.23.1
hCoV-19/Belgium/UGent-2773/2021	betacoronavirus	EPI_ISL_1322094	2021-02-25	Europe	Belgium	Ghent	A.23.1
hCoV-19/USA/FL-CDC-LC0025172/2021	betacoronavirus	EPI_ISL_1338594	2021-03-09	North America	USA	Florida	A.2.5
hCoV-19/England/QEUH-138F0B8/2021	betacoronavirus	EPI_ISL_1333084	2021-02-27	Europe	United Kingdom	England	A.27
hCoV-19/France/CVL-IPP04647/2021	betacoronavirus	EPI_ISL_1336332	2021-03-02	Europe	France	Centre Val de Loire	A.27
hCoV-19/Germany/NW-HHU-3046/2021	betacoronavirus	EPI_ISL_1347980	2021-03-07	Europe	Germany	North Rhine-Westphalia	A.29
hCoV-19/Belgium/Jessa_55-2105-001261/2021	betacoronavirus	EPI_ISL_995515	2021-02-05	Europe	Belgium	Diepenbeek	A.23.1
hCoV-19/Rwanda/NRLNAT3028/2021	betacoronavirus	EPI_ISL_1301781	2021-01-19	Africa	Rwanda	Kigali	A.23.1
hCoV-19/Rwanda/NRLNAT3017/2021	betacoronavirus	EPI_ISL_1301772	2021-01-14	Africa	Rwanda	Kigali	A.23.1
hCoV-19/Rwanda/NRLNAT3008/2021	betacoronavirus	EPI_ISL_1301764	2021-01-04	Africa	Rwanda	Kigali	A.23.1
hCoV-19/USA/WA-PHL-000093/2021	betacoronavirus	EPI_ISL_1263350	2021-03-02	North America	USA	Washington	A.21
hCoV-19/France/HDF-IPP03426/2021	betacoronavirus	EPI_ISL_1060417	2021-02-04	Europe	France	Hauts-de-France	A.28
hCoV-19/England/CAMC-132305C/2021	betacoronavirus	EPI_ISL_1246214	2021-02-22	Europe	United Kingdom	England	A.27
hCoV-19/France/PAC-IHU-3443-1/2021	betacoronavirus	EPI_ISL_1110022	2021-02-22	Europe	France	Marseille	A.21
hCoV-19/France/un-HMN-21022170245/2021	betacoronavirus	EPI_ISL_1085923	2021-02-17	Europe	France	NA	A.21
hCoV-19/France/un-HMN-21022180064/2021	betacoronavirus	EPI_ISL_1085949	2021-02-15	Europe	France	NA	A.21
hCoV-19/England/CAMC-10A0B95/2021	betacoronavirus	EPI_ISL_891731	2021-01-18	Europe	United Kingdom	England	A.23.1
hCoV-19/USA/NC-CDC-LC0027435/2021	betacoronavirus	EPI_ISL_1339731	2021-03-08	North America	USA	North Carolina	A.23.1
hCoV-19/France/HDF-IPP03227/2021	betacoronavirus	EPI_ISL_1036386	2021-02-02	Europe	France	Hauts-de-France	A.28
hCoV-19/Netherlands/NH-RIVM-16057/2021	betacoronavirus	EPI_ISL_1232732	2021-02-27	Europe	Netherlands	Noord-Holland	A
hCoV-19/USA/NY-PRL-2021_03_15_00J19/2021	betacoronavirus	EPI_ISL_1306632	2021-03-12	North America	USA	New York	A.2.5
hCoV-19/Turkey/HSGM-3852/2021	betacoronavirus	EPI_ISL_1167606	2021-02-11	Europe	Turkey	NA	A.28
hCoV-19/Italy/CAM-AMES-9-72/2021	betacoronavirus	EPI_ISL_1096884	2021-02-21	Europe	Italy	Campania	A.2.5.2
hCoV-19/France/HDF-IPP03395/2021	betacoronavirus	EPI_ISL_1060406	2021-02-07	Europe	France	Hauts-de-France	A.28
hCoV-19/USA/NY-PRL-2021_02_15_02D05/2021	betacoronavirus	EPI_ISL_1041633	2021-02-13	North America	USA	New York	A.2.5
hCoV-19/Rwanda/NRLNAT1054/2021	betacoronavirus	EPI_ISL_925889	2021-01-12	Africa	Rwanda	Kigali	A.23.1
hCoV-19/England/MILK-11A3F86/2021	betacoronavirus	EPI_ISL_957670	2021-01-27	Europe	United Kingdom	England	A.23.1
hCoV-19/France/HDF-IPP03429/2021	betacoronavirus	EPI_ISL_1060419	2021-02-04	Europe	France	Hauts-de-France	A.28
hCoV-19/USA/CO-CDPHE-2100509191/2021	betacoronavirus	EPI_ISL_1234167	2021-02-14	North America	USA	Colorado	A.27
hCoV-19/Italy/CAM-IZSM-RDV5014738456/2021	betacoronavirus	EPI_ISL_1320193	2021-03-10	Europe	Italy	Campania	A.2.5.2
hCoV-19/Netherlands/NB-RIVM-17295/2021	betacoronavirus	EPI_ISL_1289309	2021-03-02	Europe	Netherlands	Noord-Brabant	A
hCoV-19/Italy/CAM-AMES-41-79/2021	betacoronavirus	EPI_ISL_1298509	2021-03-05	Europe	Italy	Campania	A.2.5.2
hCoV-19/Netherlands/ZE-RIVM-16137/2021	betacoronavirus	EPI_ISL_1232812	2021-02-18	Europe	Netherlands	Zeeland	A
hCoV-19/Israel/CVL-3460/2021	betacoronavirus	EPI_ISL_1210310	2021-01-22	Asia	Israel	NA	A.23.1
hCoV-19/USA/CO-CDPHE-2100379376/2021	betacoronavirus	EPI_ISL_1097580	2021-02-07	North America	USA	Colorado	A.2.5
hCoV-19/USA/NMDOH-2021049329/2021	betacoronavirus	EPI_ISL_1114676	2021-02-04	North America	USA	New Mexico	A.2.5
hCoV-19/USA/GA-CDC-STM-000024509/2021	betacoronavirus	EPI_ISL_1261895	2021-02-12	North America	USA	Georgia	A.2.5
